occurrence_no	record_type	reid_no	flags	collection_no	identified_name	identified_rank	identified_no	difference	accepted_name	accepted_rank	accepted_no	early_interval	late_interval	max_ma	min_ma	reference_no
1312877	occ			176189	Eohyrax indet.	genus	43437		Eohyrax	genus	43437	Bartonian		41.3	38	57836
1312878	occ			176179	Periphragnis exauctus	species	335975		Periphragnis exauctus	species	315793	Mustersan		48	42	57836
1312879	occ			176189	Periphragnis exauctus	species	335975		Periphragnis exauctus	species	315793	Bartonian		41.3	38	57836
1312880	occ			176179	Distylophorus alouatinus	species	315781		Distylophorus alouatinus	species	315780	Mustersan		48	42	57836
1312881	occ			176179	Rhyphodon indet.	genus	43366		Rhyphodon	genus	43366	Mustersan		48	42	57836
1312882	occ			176179	Astraponotus indet.	genus	43460		Astraponotus	genus	43460	Mustersan		48	42	57836
1312883	occ			176178	Notopithecus adapinus	species	65749		Notopithecus adapinus	species	65749	Bartonian		41.3	38	57836
1312884	occ			176178	Pleurostylodon modicus	species	187988		Pleurostylodon modicus	species	187988	Bartonian		41.3	38	57836
1312885	occ			176176	Thomashuxleya rostrata	species	314731		Thomashuxleya rostrata	species	314731	Bartonian		41.3	38	57836
1312886	occ			176177	Trigonostylops wortmani	species	187998		Trigonostylops wortmani	species	187998	Bartonian		41.3	38	57836
1312887	occ			176178	Ultrapithecus rutilans	species	314562		Ultrapithecus rutilans	species	314562	Bartonian		41.3	38	57836
1312888	occ			176176	Notopithecus indet.	genus	43419		Notopithecus	genus	43419	Bartonian		41.3	38	57836
1312889	occ			176177	Anisotemnus indet.	genus	43358		Anisotemnus	genus	43358	Bartonian		41.3	38	57836
1312890	occ			176195	Eomorphippus obscurus	species	58196		Eomorphippus obscurus	species	58196	Tinguirirican		36	29	57836
1312891	occ			176195	Eomorphippus ? n. sp. pascuali	species	58197	recombined as	Rosendo pascuali	species	58197	Tinguirirican		36	29	57836
1312892	occ			176196	Eomorphippus ? pascuali	species	58197	recombined as	Rosendo pascuali	species	58197	Tinguirirican		36	29	10312
1312893	occ			176196	Pleurostylodon indet.	genus	43365		Pleurostylodon	genus	43365	Tinguirirican		36	29	57836
1312894	occ			176196	Anisotemnus distentus	species	315795		Anisotemnus distentus	species	315536	Tinguirirican		36	29	57836
1312895	occ			176194	Notopithecus sp.	genus	43419		Notopithecus	genus	43419	Mustersan		48	42	57836
1312896	occ			176194	Antepithecus brachystephanus	species	65748		Antepithecus brachystephanus	species	65748	Mustersan		48	42	57836
1312897	occ			133040	Patene ? indet.	genus	40029		Patene	genus	40029	Ypresian		56	47.8	57841
1312903	occ			133040	Pliodolops sp.	genus	315844	subjective synonym of	Polydolops	genus	40071	Ypresian		56	47.8	57841
1312905	occ			133040	Woodburnodon sp.	genus	335395		Woodburnodon	genus	335395	Ypresian		56	47.8	57841
1312906	occ			133040	Trigonostylops sp.	genus	43458		Trigonostylops	genus	43458	Ypresian		56	47.8	57841
1312908	occ			133040	Anisolambda sp.	genus	43469		Anisolambda	genus	43469	Ypresian		56	47.8	57841
1312909	occ			133040	Peripantostylops sp.	genus	43332		Peripantostylops	genus	43332	Ypresian		56	47.8	57841
1312910	occ			133040	Isotemnus sp.	genus	43362		Isotemnus	genus	43362	Ypresian		56	47.8	57841
1312911	occ			133040	Kibenikhoria sp.	genus	43347		Kibenikhoria	genus	43347	Ypresian		56	47.8	57841
1312931	occ			13781	Nemolestes ? sp.	genus	40024		Nemolestes	genus	40024	Riochican		57	55.8	57845
1312932	occ			13781	Othnielmarshia sp.	genus	43331		Othnielmarshia	genus	43331	Riochican		57	55.8	57845
1312933	occ			13781	Pleurostylodon ? sp.	genus	43365		Pleurostylodon	genus	43365	Riochican		57	55.8	57845
1312934	occ			13781	Eohyrax ? sp.	genus	43437		Eohyrax	genus	43437	Riochican		57	55.8	57845
1312958	occ			176207	Polydolops n. sp. mckennai	species	335482	recombined as	Kramadolops mckennai	species	335482	Early Oligocene		33.9	28.4	57848
1312968	occ			176200	n. gen. Canchadelphys n. sp. cristata	species	335458		Canchadelphys cristata	species	335458	Tinguirirican		36	29	57847
1312973	occ			176200	Pilchenia n. sp. antiqua	species	335459		Pilchenia antiqua	species	335459	Tinguirirican		36	29	57847
1312974	occ			176200	Eomicrobiotherium n. sp. matutinum	species	335461		Eomicrobiotherium matutinum	species	335461	Tinguirirican		36	29	57847
1312975	occ			176200	Clenia n. sp. brevis	species	335462		Clenia brevis	species	335462	Tinguirirican		36	29	57847
1312976	occ			176200	Microbiotherium sp.	genus	40003		Microbiotherium	genus	40003	Tinguirirican		36	29	57847
1312977	occ			176200	n. gen. Periakros n. sp. ambiguus	species	335464		Periakros ambiguus	species	335464	Tinguirirican		36	29	57847
1312978	occ			176200	Rosendolops n. sp. ebaios	species	335468		Rosendolops ebaios	species	335468	Tinguirirican		36	29	57847
1312979	occ			176200	Rosendolops sp.	genus	108913		Rosendolops	genus	108913	Tinguirirican		36	29	57847
1312980	occ			176200	Hondonadia n. sp. praecipitia	species	335470		Hondonadia praecipitia	species	335470	Tinguirirican		36	29	57847
1312981	occ			176200	Hondonadia n. sp. pumila	species	335471		Hondonadia pumila	species	335471	Tinguirirican		36	29	57847
1312982	occ			176200	Hondonadia cf. fierroensis	species	276021	species not entered	Hondonadia	genus	276021	Tinguirirican		36	29	57847
1312983	occ			176200	Hondonadia sp.	genus	276021		Hondonadia	genus	276021	Tinguirirican		36	29	57847
1312984	occ			176200	Klohnia n. sp. major	species	335474		Klohnia major	species	335474	Tinguirirican		36	29	57847
1312985	occ			176200	Klohnia cf. major	species	335474		Klohnia major	species	335474	Tinguirirican		36	29	57847
1312986	occ			176200	n. gen. Praedens n. sp. aberrans	species	335478		Praedens aberrans	species	335478	Tinguirirican		36	29	57847
1312987	occ			176200	Kramadolops n. sp. fissuratus	species	335484		Kramadolops fissuratus	species	335484	Tinguirirican		36	29	57847
1312989	occ			176201	Pharsophorus cf. lacerans	species	188015		Pharsophorus lacerans	species	188015	Rupelian		33.9	28.1	57847
1312990	occ			176201	Evolestes sp.	genus	247872		Evolestes	genus	247872	Rupelian		33.9	28.1	57847
1312992	occ			176201	Pilchenia n. sp. intermedia	species	335460		Pilchenia intermedia	species	335460	Rupelian		33.9	28.1	57847
1312994	occ			176201	Eomicrobiotherium matutinum	species	335461		Eomicrobiotherium matutinum	species	335461	Rupelian		33.9	28.1	57847
1312995	occ			176201	Rosendolops cf. ebaios	species	335468		Rosendolops ebaios	species	335468	Rupelian		33.9	28.1	57847
1312996	occ			176201	Hondonadia cf. pumila	species	335471		Hondonadia pumila	species	335471	Rupelian		33.9	28.1	57847
1312997	occ			176201	Hondonadia n. sp. parca	species	335472		Hondonadia parca	species	335472	Rupelian		33.9	28.1	57847
1312998	occ			176201	n. gen. Epiklohnia n. sp. verticalis	species	335476		Epiklohnia verticalis	species	335476	Rupelian		33.9	28.1	57847
1312999	occ			176201	Kramadolops n. sp. maximus	species	335485		Kramadolops maximus	species	335485	Rupelian		33.9	28.1	57847
1313085	occ			141368	Pseudostegotherium glangeaudi	species	318620		Pseudostegotherium glangeaudi	species	318620	Colhuehuapian		21	17.5	57869
1313092	occ			176205	Stegotherium variegatum	species	318619		Stegotherium variegatum	species	318619	Burdigalian		20.44	15.97	57941
1313093	occ			176205	Stegotherium tessellatum	species	335782	obsolete variant of	Stegotherium tesselatum	species	244763	Burdigalian		20.44	15.97	57941
1313094	occ			176189	Utaetus lenis	species	335798		Utaetus lenis	species	316319	Bartonian		41.3	38	57869
1313095	occ			176194	Utaetus lenis	species	335798		Utaetus lenis	species	316319	Mustersan		48	42	57869
1313096	occ			141368	Stegotherium variegatum	species	318619		Stegotherium variegatum	species	318619	Colhuehuapian		21	17.5	57869
1313097	occ			176189	Utaetus ? deustus	species	316324		Utaetus deustus	species	316324	Bartonian		41.3	38	57869
1313098	occ			176200	Barrancatatus rigidus	species	335582		Barrancatatus rigidus	species	315871	Tinguirirican		36	29	57869
1313099	occ			176200	Barrancatatus n. sp. maddeni	species	335585		Barrancatatus maddeni	species	335585	Tinguirirican		36	29	57869
1313100	occ			176201	Barrancatatus sp.	genus	335581		Barrancatatus	genus	335581	Rupelian		33.9	28.1	57869
1313101	occ			176200	Sadypus aff. confluens	species	316336		Sadypus confluens	species	316336	Tinguirirican		36	29	57869
1313102	occ			176200	Sadypus n. sp. minutus	species	335587		Sadypus minutus	species	335587	Tinguirirican		36	29	57869
1313103	occ			176201	Sadypus tortuosus	species	335586		Sadypus tortuosus	species	316343	Rupelian		33.9	28.1	57869
1313104	occ			176201	Meteutatus aff. lagenaformis	species	335580		Meteutatus lagenaformis	species	188022	Rupelian		33.9	28.1	57869
1313105	occ			176200	Meteutatus sp.	genus	43544		Meteutatus	genus	43544	Tinguirirican		36	29	57869
1313106	occ			141368	Proeutatus sp.	genus	146412		Proeutatus	genus	146412	Colhuehuapian		21	17.5	57869
1313107	occ			176205	Proeutatus sp.	genus	146412		Proeutatus	genus	146412	Burdigalian		20.44	15.97	57941
1313108	occ			176205	Stenotatus cf. patagonicus	species	335589		Stenotatus patagonicus	species	244734	Burdigalian		20.44	15.97	57941
1313109	occ			176189	Parutaetus chicoensis	species	316329		Parutaetus chicoensis	species	316329	Bartonian		41.3	38	57869
1313110	occ			176194	Parutaetus chicoensis	species	316329		Parutaetus chicoensis	species	316329	Mustersan		48	42	57869
1313111	occ			176200	Parutaetus chilensis	species	335590		Parutaetus chilensis	species	335590	Tinguirirican		36	29	57869
1313112	occ			176201	Parutaetus chilensis ?	species	335590		Parutaetus chilensis	species	335590	Rupelian		33.9	28.1	57869
1313113	occ			176189	Orthutaetus crenulatus	species	316332	subjective synonym of	Utaetus buccatus	species	316321	Bartonian		41.3	38	57869
1313114	occ			176189	Mazzoniphractus ingens	species	335592		Mazzoniphractus ingens	species	335592	Bartonian		41.3	38	57869
1313115	occ			176194	Mazzoniphractus ingens	species	335592		Mazzoniphractus ingens	species	335592	Mustersan		48	42	57869
1313116	occ			176201	Archaeutatus aff. malaspinensis	species	316315		Archaeutatus malaspinensis	species	316315	Rupelian		33.9	28.1	57869
1313117	occ			176201	Pachyzaedyus ? sp.	genus	316345	subjective synonym of	Pseudeutatus	genus	43555	Rupelian		33.9	28.1	57869
1313118	occ			141368	Prozaedyus humilis	species	318618		Prozaedyus humilis	species	318618	Colhuehuapian		21	17.5	57869
1313119	occ			176205	Prozaedyus sp.	genus	146408		Prozaedyus	genus	146408	Burdigalian		20.44	15.97	57941
1313205	occ			13779	Didolodus minor	species	335625		Didolodus minor	species	335625	Bartonian		41.3	38	57895
1313206	occ			176189	Didolodus n. sp. magnus	species	335626		Didolodus magnus	species	335626	Bartonian		41.3	38	57895
1313207	occ			176194	Paulogervaisia inusta	species	314682		Paulogervaisia inusta	species	314682	Mustersan		48	42	57895
1313210	occ			176200	Eomorphippus obscurus	species	58196		Eomorphippus obscurus	species	58196	Tinguirirican		36	29	57896
1313211	occ			176200	Eomorphippus sp.	genus	43381		Eomorphippus	genus	43381	Tinguirirican		36	29	57896
1313212	occ			176200	Eomorphippus pascuali	species	58197	recombined as	Rosendo pascuali	species	58197	Tinguirirican		36	29	57896
1313213	occ			176201	n. gen. Patagonhippus n. sp. canterensis	species	335629		Patagonhippus canterensis	species	335629	Rupelian		33.9	28.1	57896
1313214	occ			176201	Patagonhippus n. sp. dukei	species	335630		Patagonhippus dukei	species	335630	Rupelian		33.9	28.1	57896
1313215	occ			141368	Argyrohippus cf. boulei	species	318557		Argyrohippus boulei	species	318557	Colhuehuapian		21	17.5	57896
1313233	occ			176201	Scarrittia n. sp. barranquensis	species	335638		Scarrittia barranquensis	species	335638	Rupelian		33.9	28.1	57906
1313234	occ			176203	Scarrittia barranquensis	species	335638		Scarrittia barranquensis	species	335638	Deseadan		29	21	57906
1313235	occ			176204	Scarrittia cf. canquelensis	species	335639		Scarrittia canquelensis	species	335639	Deseadan		29	21	57906
1313236	occ			176235	Henricofilholia n. sp. lustrata	species	314718		Henricofilholia lustrata	species	314718	Deseadan		29	21	57906
1313237	occ			176201	Henricofilholia n. sp. vucetichia	species	335640		Henricofilholia vucetichia	species	335640	Rupelian		33.9	28.1	57906
1313238	occ			141368	Colpodon n. sp. distinctus	species	318582		Colpodon distinctus	species	318582	Colhuehuapian		21	17.5	57906
1313239	occ			176236	Colpodon distinctus	species	318582		Colpodon distinctus	species	318582	Colhuehuapian		21	17.5	57906
1313240	occ			176237	Colpodon distinctus	species	318582		Colpodon distinctus	species	318582	Colhuehuapian		21	17.5	57906
1313241	occ			176238	Colpodon distinctus	species	318582		Colpodon distinctus	species	318582	Colhuehuapian		21	17.5	57906
1313242	occ			176239	Colpodon distinctus	species	318582		Colpodon distinctus	species	318582	Colhuehuapian		21	17.5	57906
1313243	occ			176240	Colpodon distinctus	species	318582		Colpodon distinctus	species	318582	Colhuehuapian		21	17.5	57906
1313244	occ			50074	Leontinia n. sp. garzoni	species	53690	subjective synonym of	Ancylocoelus frequens	species	53691	Deseadan		29	21	57906
1313245	occ			50074	Ancylocoelus n. sp. minor	species	314728		Ancylocoelus minor	species	314728	Deseadan		29	21	57906
1313334	occ			141368	Parastrapotherium n. sp. symmetrum	species	335642		Parastrapotherium symmetrum	species	318569	Colhuehuapian		21	17.5	57912
1313490	occ			141368	Astrapotherium ? n. sp. ruderarium	species	335645		Astrapotherium ruderarium	species	318570	Colhuehuapian		21	17.5	57912
1313493	occ			176201	n. gen. Draconomys n. sp. verai	species	335690		Draconomys verai	species	335690	Rupelian		33.9	28.1	57932
1313494	occ			176201	n. gen. Vallehermosomys n. sp. mazzonii	species	335692		Vallehermosomys mazzonii	species	335692	Rupelian		33.9	28.1	57932
1313495	occ			176201	Vallehermosomys ? n. sp. merlinae	species	335693		Vallehermosomys merlinae	species	335693	Rupelian		33.9	28.1	57932
1313496	occ			176201	cf. Eobranisamys indet.	genus	267457		Eobranisamys	genus	267457	Rupelian		33.9	28.1	57932
1313501	occ			176270	Caviocricetus lucasi	species	335700		Caviocricetus lucasi	species	335700	Colhuehuapian		21	17.5	57933
1313502	occ			176270	Willidewu estaparius	species	335701	species not entered	Willidewu	genus	335701	Colhuehuapian		21	17.5	57933
1313503	occ			176270	Australoprocta fleaglei	species	263322		Australoprocta fleaglei	species	263322	Colhuehuapian		21	17.5	57933
1313504	occ			176270	Prospaniomys cf. priscus	species	318588		Prospaniomys priscus	species	318588	Colhuehuapian		21	17.5	58124
1313505	occ			176270	Soriamys n. sp. ganganensis	species	335708		Soriamys ganganensis	species	335708	Colhuehuapian		21	17.5	58199
1313544	occ			141368	Eosteiromys homogenidens	species	76996		Eosteiromys homogenidens	species	76996	Colhuehuapian		21	17.5	57933
1313545	occ			141368	Eosteiromys segregatus	species	335694		Eosteiromys segregatus	species	335694	Colhuehuapian		21	17.5	57933
1313546	occ			141368	Eosteiromys ? sp.	genus	42138		Eosteiromys	genus	42138	Colhuehuapian		21	17.5	57933
1313547	occ			141368	Steiromys n. sp. axiculus	species	117721	recombined as	Hypsosteiromys axiculus	species	117721	Colhuehuapian		21	17.5	58215
1313548	occ			141368	Steiromys n. sp. nectus	species	117720	recombined as	Hypsosteiromys nectus	species	117720	Colhuehuapian		21	17.5	26483
1313549	occ			141368	Parasteiromys n. sp. friantae	species	335697		Parasteiromys friantae	species	335697	Colhuehuapian		21	17.5	58217
1313550	occ			141368	Parasteiromys n. sp. uniformis	species	318327		Parasteiromys uniformis	species	318327	Colhuehuapian		21	17.5	58217
1313551	occ			141368	Branisamyopsis australis	species	77003		Branisamyopsis australis	species	77003	Colhuehuapian		21	17.5	57933
1313552	occ			141368	Protacaremys prior	species	318584		Protacaremys prior	species	318584	Colhuehuapian		21	17.5	57933
1313553	occ			141368	Protacaremys avunculus	species	318585		Protacaremys avunculus	species	318585	Colhuehuapian		21	17.5	57933
1313554	occ			141368	Protacaremys ? sp.	genus	42143		Protacaremys	genus	42143	Colhuehuapian		21	17.5	57933
1313555	occ			141368	n. gen. Paradelphomys n. sp. fissus	species	335698		Paradelphomys fissus	species	335698	Colhuehuapian		21	17.5	58075
1313556	occ			141368	Acarechimys n. sp. pulchellus	species	335699	recombined as	Protacaremys pulchellus	species	318586	Colhuehuapian		21	17.5	57933
1313557	occ			141368	Acarechimys cf. minutissimus	species	76995		Acarechimys minutissimus	species	76995	Colhuehuapian		21	17.5	57933
1313558	occ			141368	Caviocricetus lucasi	species	335700		Caviocricetus lucasi	species	335700	Colhuehuapian		21	17.5	57933
1313560	occ			141368	Protadelphomys latus	species	318587		Protadelphomys latus	species	318587	Colhuehuapian		21	17.5	57933
1313561	occ			141368	Prospaniomys priscus	species	318588		Prospaniomys priscus	species	318588	Colhuehuapian		21	17.5	57933
1313562	occ			141368	Prospaniomys sp. 1 informal	species	42060	species not entered	Prospaniomys	genus	42060	Colhuehuapian		21	17.5	57933
