collection_no	source_database	collection.authorizer	family_name	family_extant	genus_extant	species_extant	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	country	state	period	epoch	stage	ma_max	ma_min	formation
71336	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
71336	Fossilworks	"J. Alroy"	Canidae	yes	no	no		Dusicyon		avus					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
71336	Fossilworks	"J. Alroy"	Ctenomyidae	yes	yes			Ctenomys		sp.					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
71336	Fossilworks	"J. Alroy"	Cricetidae	yes	yes			Reithrodon		physodes					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
71336	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
71336	Fossilworks	"J. Alroy"	Equidae	yes	no	no		Hippidion		saldiasi					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
71336	Fossilworks	"J. Alroy"						Euneomys		chinchilloides					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
71337	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	Chubut	Quaternary	Pleistocene		0.0126	0.0126	
71337	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Argentina	Chubut	Quaternary	Pleistocene		0.0126	0.0126	
71338	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	Chubut	Quaternary	Pleistocene		0.126	0.012	
71338	Fossilworks	"J. Alroy"	Canidae	yes	yes			Canis		sp.					Argentina	Chubut	Quaternary	Pleistocene		0.126	0.012	
71338	Fossilworks	"J. Alroy"	Felidae	yes	yes			Felis		listai					Argentina	Chubut	Quaternary	Pleistocene		0.126	0.012	
71338	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Argentina	Chubut	Quaternary	Pleistocene		0.126	0.012	
71339	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	Chubut	Quaternary	Pleistocene		0.126	0.012	
71339	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Argentina	Chubut	Quaternary	Pleistocene		0.126	0.012	
71340	Fossilworks	"J. Alroy"	Mylodontidae		no			Mylodon		listai					Chile		Quaternary			0.126	0.000	
71340	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Chile		Quaternary			0.126	0.000	
71341	Fossilworks	"J. Alroy"	Mylodontidae		no			Mylodon		listai					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71341	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71341	Fossilworks	"J. Alroy"	Felidae	yes	yes			Felis		listai					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71341	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71341	Fossilworks	"J. Alroy"	Canidae	yes	no	no		Dusicyon		avus					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71341	Fossilworks	"J. Alroy"	Felidae	yes	yes	yes		Panthera		onca					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71341	Fossilworks	"J. Alroy"	Macraucheniidae		no			Macrauchenia		sp.					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71341	Fossilworks	"J. Alroy"	Equidae	yes	no	no		Parahipparion		saldiasi					Chile		Quaternary	Pleistocene		0.01326	0.01326	
71342	Fossilworks	"J. Alroy"	Mylodontidae		no			Mylodon		listai					Chile		Quaternary	Pleistocene		0.126	0.012	
71342	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Chile		Quaternary	Pleistocene		0.126	0.012	
71342	Fossilworks	"J. Alroy"	Canidae	yes	no	no		Dusicyon		avus					Chile		Quaternary	Pleistocene		0.126	0.012	
71342	Fossilworks	"J. Alroy"	Canidae	yes	yes			Canis		sp.		Pseudalopex		sp.	Chile		Quaternary	Pleistocene		0.126	0.012	
71342	Fossilworks	"J. Alroy"	Ctenomyidae	yes	yes	yes		Ctenomys		magellanicus					Chile		Quaternary	Pleistocene		0.126	0.012	
71342	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Chile		Quaternary	Pleistocene		0.126	0.012	
71343	Fossilworks	"J. Alroy"	Mylodontidae		no			Mylodon		listai					Argentina		Quaternary	Holocene		0.008639	0.008639	
71343	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina		Quaternary	Holocene		0.008639	0.008639	
71343	Fossilworks	"J. Alroy"	Canidae	yes	yes			Canis		sp.					Argentina		Quaternary	Holocene		0.008639	0.008639	
71343	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Argentina		Quaternary	Holocene		0.008639	0.008639	
71344	Fossilworks	"J. Alroy"	Mylodontidae		no			Mylodon		listai					Chile		Quaternary	Pleistocene		0.126	0.012	
71344	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Chile		Quaternary	Pleistocene		0.126	0.012	
71344	Fossilworks	"J. Alroy"	Felidae	yes	yes			Felis		listai					Chile		Quaternary	Pleistocene		0.126	0.012	
71344	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		sp.					Chile		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Didelphidae	yes	yes			Marmosa		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Vespertilionidae	yes	yes			Eptesicus		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Mylodontidae		no			Glossotherium		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Megatheriidae	yes	no			Eremotherium		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Pampatheriidae	no	no			Pampatherium		sp.		Chlamytherium		sp.	Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Caviidae	yes	no			Neochoerus		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Cricetidae	yes	yes			Phyllotis		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Cricetidae	yes	yes			Sigmodon		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Mylodontidae		no			Scelidotherium		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Canidae	yes	yes			Canis		sp.		Pseudalopex		sp.	Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Gomphotheriidae		no			Notiomastodon		sp.		Haplomastodon		sp.	Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Equidae	yes	yes			Equus		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Tapiridae	yes	yes			Tapirus		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Cervidae	yes	yes			Odocoileus		sp.					Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Canidae	yes	yes	no		Canis		dirus		Canis		sp.	Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Felidae	yes	yes			Panthera		atrox		Panthera		sp.	Peru		Quaternary	Pleistocene		0.126	0.012	
71346	Fossilworks	"J. Alroy"	Felidae	yes	no	no		Smilodon		fatalis		Smilodon		sp.	Peru		Quaternary	Pleistocene		0.126	0.012	
71347	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Glyptodon		clavipes					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Neosclerocalyptus		sp.		Sclerocalyptus		sp.	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Panochthus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Eutatus		seguini					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Tolypeutes		pampaeus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Propraopus		sulcatus		Propraopus		grandis	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Chaetophractus		villosus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Pampatheriidae	no	no	no		Pampatherium		typus		Pampatherium		typum	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Mylodontidae		no	no		Scelidotherium		leptocephalum					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Megatheriidae	yes	no	no		Megatherium		americanum					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Vicugna		vicugna		Lama		vicugna	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Cervidae	yes	no			Morenelaphus		sp.					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Tayassuidae	yes	yes	yes		Tayassu		pecari					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Reithrodon		auritus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71347	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagostomus		maximus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.781	0.012	
71348	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71348	Fossilworks	"J. Alroy"	Ctenomyidae	yes	yes			Ctenomys		sp.					Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71348	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes			Tolypeutes		sp.					Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71348	Fossilworks	"J. Alroy"			yes	yes		Myocastor		coypus					Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71348	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Holochilus		brasiliensis					Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71348	Fossilworks	"J. Alroy"						Doedicurus		clavicaudatus					Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71348	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Neosclerocalyptus		sp.		Sclerocalyptus		sp.	Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71348	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Glyptodon		sp.					Argentina	"Buenos Aires"	Quaternary			0.126	0.000	
71349	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Buenos Aires"	Quaternary	Holocene		0.012	0.000	
71349	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Chaetophractus		villosus					Argentina	"Buenos Aires"	Quaternary	Holocene		0.012	0.000	
71349	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Zaedyus		pichiy					Argentina	"Buenos Aires"	Quaternary	Holocene		0.012	0.000	
71349	Fossilworks	"J. Alroy"			yes	yes		Myocastor		coypus					Argentina	"Buenos Aires"	Quaternary	Holocene		0.012	0.000	
71349	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Holochilus		brasiliensis					Argentina	"Buenos Aires"	Quaternary	Holocene		0.012	0.000	
71349	Fossilworks	"J. Alroy"	Canidae	yes	yes	yes		Canis		familiaris					Argentina	"Buenos Aires"	Quaternary	Holocene		0.012	0.000	
71349	Fossilworks	"J. Alroy"	Felidae	yes	yes			Puma		sp.					Argentina	"Buenos Aires"	Quaternary	Holocene		0.012	0.000	
71350	Fossilworks	"J. Alroy"	Gomphotheriidae		no	no		Haplomastodon		chimborazi					Venezuela		Quaternary	Pleistocene		0.126	0.012	
71350	Fossilworks	"J. Alroy"	Megatheriidae	yes	no	no		Eremotherium		laurillardi		Eremotherium		rusconii	Venezuela		Quaternary	Pleistocene		0.126	0.012	
71350	Fossilworks	"J. Alroy"	Sclerocalyptidae		no	no		Glyptotherium	cf.	cylindricum		Glyptodon		clavipes	Venezuela		Quaternary	Pleistocene		0.126	0.012	
71582	PaleoDB	"D. Croft"	Glyptodontidae	yes	no			Glyptodon		sp.					Bolivia	Chuquisaca	Quaternary	Pleistocene		2.588	0.012	
71584	PaleoDB	"D. Croft"	Glyptodontidae	yes	no			Panochthus		sp.					Bolivia	Chuquisaca	Quaternary	Pleistocene		2.588	0.012	
71584	PaleoDB	"D. Croft"	Mammutidae		no			Mammut		andinum		Mastodon		andinum	Bolivia	Chuquisaca	Quaternary	Pleistocene		2.588	0.012	
71585	PaleoDB	"D. Croft"	Macraucheniidae		no			Macrauchenia		sp.					Bolivia	"La Paz"	Quaternary	Pleistocene		2.588	0.012	
71587	PaleoDB	"D. Croft"	Felidae	yes	yes	yes		Panthera		onca					Bolivia	"La Paz"	Quaternary	Pleistocene		2.588	0.012	
71588	PaleoDB	"D. Croft"	Mammutidae		no			Mammut		sp.		Mastodon		sp.	Bolivia	Oruro	Quaternary	Pleistocene		2.588	0.012	
71589	PaleoDB	"D. Croft"	Mammutidae		no			Mammut		sp.		Mastodon		sp.	Bolivia	Oruro	Quaternary	Pleistocene		2.588	0.012	
71590	PaleoDB	"D. Croft"	Glyptodontidae	yes	no			Glyptodon		sp.					Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71590	PaleoDB	"D. Croft"	Megatheriidae	yes	no			Megatherium		sp.					Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71590	PaleoDB	"D. Croft"	Gomphotheriidae		no			Cuvieronius		sp.					Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71590	PaleoDB	"D. Croft"	Camelidae	yes	yes			Lama		sp.					Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71591	PaleoDB	"D. Croft"	Glyptodontidae	yes	no			Glyptodon		sp.					Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71592	PaleoDB	"D. Croft"	Mammutidae		no			Mammut		sp.		Mastodon		sp.	Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71592	PaleoDB	"D. Croft"	Glyptodontidae	yes	no			Glyptodon		sp.					Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71593	PaleoDB	"D. Croft"	Mammutidae		no			Mammut		sp.		Mastodon		sp.	Bolivia	Cochabamba	Quaternary	Pleistocene		2.588	0.012	
71843	Fossilworks	"J. Alroy"	Palaeothentidae		no	no		Palaeothentes		pascuali					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Palaeothentidae		no	no		Palaeothentes		minutus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Palaeothentidae		no	no		Palaeothentes		intermedius					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Palaeothentidae		no	no		Palaeothentes	"n. sp."	smeti					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no			Cladosictis		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Dasypodidae	yes	no			Prozaedius		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Dasypodidae	yes	no			Proeutatus		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Glyptodontidae	yes	yes			Propalaehoplophorus		sp.		Propalaeohoplophorus		sp.	Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no			Hapalops		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Homalodotheriidae		no			Homalodotherium		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Adinotherium		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Nesodon		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Interatheriidae	no	no			Protypotherium		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Hegetotheriidae	no	no			Hegetotherium		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Astrapotheriidae	no	no			Astrapotherium		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Proterotheriidae	no	no			Proterotherium		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Macraucheniidae		no	no		Theosodon	cf.	gracilis					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Chinchillidae	yes	no			Prolagostomus		pusilus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Chinchillidae	yes	no	no		Prolagostomus		profluens					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Chinchillidae	yes	no	no		Prolagostomus		divisus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Chinchillidae	yes	no			Prolagostomus		notatus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no			Stichomys	?	sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no			Spaniomys		riparius					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"						Acarechimys	cf.	minutus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no			Acarechimys		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Dasyproctidae	yes	no	no		Neoreomys		australis					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Dinomyidae	yes	no			Scleromys		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no	no		Sciamys		principalis					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Eocardiidae	no	no	no		Eocardia		perforata					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"						Schistomys		erro					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no	no		Steiromys		duplicatus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"			no			Steiromys		sp.					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Eryomyidae		no	no		Perimys		impactus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Eryomyidae		no	no		Perimys		erutus		Perimys		scalaris	Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Eryomyidae		no	no		Perimys		erutus		Perimys		procerus	Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Eryomyidae		no	no		Perimys		onustus					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
71843	Fossilworks	"J. Alroy"	Eryomyidae		no	no		Perimys		perpinguis					Chile	Aisén	Neogene	Miocene	Burdigalian	17.500	16.300	
73840	PaleoDB	"M. Uhen"	Pontoporiidae	yes	no			Pliopontos		sp.					Chile		Neogene			11.608	3.600	Coquimbo
73840	PaleoDB	"M. Uhen"	Squalodontidae		no		?	Squalodon		sp.					Chile		Neogene			11.608	3.600	Coquimbo
73842	PaleoDB	"M. Uhen"	Equidae	yes	no			Hippidion		nannum		Hippidium		nannum	Chile		Neogene	Pliocene		5.332	2.588	
73842	PaleoDB	"M. Uhen"	Equidae	yes	yes	yes		Equus		neogeus		Equus		curvidens	Chile		Neogene	Pliocene		5.332	2.588	
73842	PaleoDB	"M. Uhen"	Gomphotheriidae		no	no		Cuvieronius		tropicus		Cuvieronius		hyodon	Chile		Neogene	Pliocene		5.332	2.588	
73843	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Santa Cruz"	Quaternary	Holocene		0.012	0.000	
73844	Fossilworks	"J. Alroy"	Equidae	yes	no			Hippidion		saldiasi		Hippidium		saldiasi	Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
73844	Fossilworks	"J. Alroy"	Mylodontidae		no			Mylodon		sp.					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
73844	Fossilworks	"J. Alroy"	Camelidae	yes	yes	no		Lama		gracilis					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
73844	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Santa Cruz"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Dasypodidae	yes	no	no		Eutatus		seguini					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Canidae	yes	yes			Canis		avus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Cricetidae	yes	yes	yes		Reithrodon		auritus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Camelidae	yes	yes	yes		Lama		guanicoe					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Ctenomyidae	yes	yes			Ctenomys		talarum					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Zaedyus		pichiy					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Chinchillidae	yes	yes	yes		Lagostomus		maximus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Chaetophractus		villosus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Felidae	yes	yes	yes		Puma		concolor		Felis		concolor	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"			yes			Myocastor		coipus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Dasypodidae	yes	yes	yes		Dasypus		hybridus		Dasypus		hybridus	Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
73845	Fossilworks	"J. Alroy"	Cervidae	yes	yes	yes		Ozotoceros		bezoarticus					Argentina	"Buenos Aires"	Quaternary	Pleistocene		0.126	0.012	
74646	Fossilworks	"J. Alroy"	Myrmecophagidae	yes	no	no	?	Neotamandua	"n. sp."	australis					Argentina	"Río Negro"	Neogene	Miocene	Langhian	15.500	13.800	"Collón Curá"
78300	PaleoDB	"C. Schweitzer"	Megalonychidae	yes	no			Acratocnus		odontrigonus					"Puerto Rico"		Quaternary	Pleistocene		2.588	0.012	
78300	PaleoDB	"C. Schweitzer"	Echimyidae	yes	no			Heteropsomys		insulans					"Puerto Rico"		Quaternary	Pleistocene		2.588	0.012	
78300	PaleoDB	"C. Schweitzer"	Nesophontidae		no			Nesophontes		edithae					"Puerto Rico"		Quaternary	Pleistocene		2.588	0.012	
78512	PaleoDB	"M. Uhen"	Cetotheriidae			no		Piscobalaena		nana					Peru	Ica	Neogene	Miocene	Serravallian	13.650	11.608	Pisco
78518	PaleoDB	"M. Uhen"	Ziphiidae	yes		no	"n. gen."	Nazcacetus	"n. sp."	urbinai					Peru	Ica	Neogene	Miocene	Messinian	7.246	5.332	Pisco
78518	PaleoDB	"M. Uhen"	Pontoporiidae	yes	no	no		Brachydelphis		mazeasi					Peru	Ica	Neogene	Miocene	Messinian	7.246	5.332	Pisco
78518	PaleoDB	"M. Uhen"			no			Acrophyseter		sp.					Peru	Ica	Neogene	Miocene	Messinian	7.246	5.332	Pisco
78518	PaleoDB	"M. Uhen"	Ziphiidae	yes		no	"n. gen."	Chavinziphius	"n. sp."	maxillocristatus					Peru	Ica	Neogene	Miocene	Messinian	7.246	5.332	Pisco
78576	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no	no		Neosclerocalyptus	cf.	heusseri					Argentina	Chaco	Quaternary	Pleistocene		0.781	0.012	
78576	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Glyptodon		sp.					Argentina	Chaco	Quaternary	Pleistocene		0.781	0.012	
78576	Fossilworks	"J. Alroy"	Glyptodontidae	yes	no			Panochthus		sp.					Argentina	Chaco	Quaternary	Pleistocene		0.781	0.012	
78576	Fossilworks	"J. Alroy"	Toxodontidae	no	no			Toxodon		sp.					Argentina	Chaco	Quaternary	Pleistocene		0.781	0.012	
