"","collection_no","source_database","collection.authorizer","family_name","family_extant","genus_extant","species_extant","occurrence.genus_reso","occurrence.genus_name","occurrence.species_reso","occurrence.species_name","original.genus_reso","original.genus_name","original.species_reso","original.species_name","country","state","period","epoch","stage","ma_max","ma_min","formation"
"2208",71303,"Fossilworks","J. Alroy","Caviidae","yes","no","","","Neochoerus","","sulcidens","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2209",71303,"Fossilworks","J. Alroy","Chinchillidae","yes","yes","yes","","Lagostomus","","maximus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2210",71303,"Fossilworks","J. Alroy","","","yes","","","Myocastor","","priscus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2211",71303,"Fossilworks","J. Alroy","Ctenomyidae","yes","yes","yes","","Ctenomys","","magellanicus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2212",71303,"Fossilworks","J. Alroy","Ctenomyidae","yes","yes","","","Ctenomys","","lujanensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2213",71303,"Fossilworks","J. Alroy","Canidae","yes","yes","","","Canis","","gymnocercus","","Pseudalopex","","gymnocercus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2214",71303,"Fossilworks","J. Alroy","Canidae","yes","yes","","","Canis","","griseus","","Pseudalopex","","griseus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2215",71303,"Fossilworks","J. Alroy","Canidae","yes","no","no","","Dusicyon","","avus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2216",71303,"Fossilworks","J. Alroy","Mustelidae","yes","yes","","","Lyncodon","","patagonicus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2217",71303,"Fossilworks","J. Alroy","Mustelidae","yes","yes","yes","","Lontra","","longicaudis","","Lutra","","platensis","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2218",71303,"Fossilworks","J. Alroy","Felidae","yes","yes","","","Panthera","","platensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2219",71303,"Fossilworks","J. Alroy","Felidae","yes","yes","yes","","Panthera","","onca","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2220",71303,"Fossilworks","J. Alroy","Felidae","yes","no","no","","Smilodon","","populator","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2221",71303,"Fossilworks","J. Alroy","Macraucheniidae","","no","no","","Macrauchenia","","patagonica","","Macrauchenia","","patachonica","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2222",71303,"Fossilworks","J. Alroy","Toxodontidae","no","no","no","","Toxodon","","platensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2223",71303,"Fossilworks","J. Alroy","Toxodontidae","no","no","no","","Toxodon","","bilobidens","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2224",71303,"Fossilworks","J. Alroy","Toxodontidae","no","no","no","","Toxodon","","platensis","","Toxodon","","burmeisteri","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2225",71303,"Fossilworks","J. Alroy","Toxodontidae","no","no","no","","Toxodon","","platensis","","Toxodon","","paradoxus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2226",71303,"Fossilworks","J. Alroy","","","","","","Stegomastodon","","superbus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2227",71303,"Fossilworks","J. Alroy","Equidae","yes","yes","yes","","Equus","","caballus","","Equus","","neogeus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2228",71303,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Tayassu","","tajacu","","Pecari","","tajacu","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2229",71303,"Fossilworks","J. Alroy","Camelidae","yes","yes","yes","","Lama","","guanicoe","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2230",71303,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Eulamaops","","paralellus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2231",71303,"Fossilworks","J. Alroy","Camelidae","yes","no","no","","Hemiauchenia","","paradoxa","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2232",71303,"Fossilworks","J. Alroy","Cervidae","yes","no","","","Morenelaphus","","lujanensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2233",71303,"Fossilworks","J. Alroy","Cervidae","yes","no","","","Morenelaphus","","azpeitianus","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2234",71303,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Glyptodon","","NA","","Neothoracophorus","","depressus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2235",71303,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Glyptodon","","NA","","Neothoracophorus","","elevatus","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2236",71303,"Fossilworks","J. Alroy","Ursidae","yes","","","","Arctotherium","","NA","","Arctodus","","sp.","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,"Lujan"
"2237",71304,"Fossilworks","J. Alroy","Didelphidae","yes","yes","","","Didelphis","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2238",71304,"Fossilworks","J. Alroy","Argyrolagidae","no","no","","","Microtragulus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2239",71304,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Megatherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2240",71304,"Fossilworks","J. Alroy","Toxodontidae","no","no","","","Toxodon","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2241",71304,"Fossilworks","J. Alroy","Mesotheriidae","yes","no","","","Mesotherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2242",71304,"Fossilworks","J. Alroy","Hegetotheriidae","no","no","","","Paedotherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2243",71304,"Fossilworks","J. Alroy","Hegetotheriidae","no","no","","","Tremacyllus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2244",71304,"Fossilworks","J. Alroy","Macraucheniidae","","no","","","Windhausenia","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2245",71304,"Fossilworks","J. Alroy","Equidae","yes","no","","","Onohippidium","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2246",71304,"Fossilworks","J. Alroy","","","","","","Hippidium","","chapalmalensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2247",71304,"Fossilworks","J. Alroy","Tayassuidae","yes","no","","","Platygonus","","chapadmalensis","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2248",71304,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Catagonus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2249",71304,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Palaeolama","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2250",71304,"Fossilworks","J. Alroy","Camelidae","yes","yes","","","Lama","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2251",71304,"Fossilworks","J. Alroy","Caviidae","yes","yes","","","Microcavia","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2252",71304,"Fossilworks","J. Alroy","Caviidae","yes","yes","","","Dolichotis","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2253",71304,"Fossilworks","J. Alroy","Chinchillidae","yes","yes","","","Lagostomus","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2254",71304,"Fossilworks","J. Alroy","Octodontidae","yes","no","","","Pithanotomys","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2255",71304,"Fossilworks","J. Alroy","","","no","","","Eumysops","","cavoides","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2256",71304,"Fossilworks","J. Alroy","Canidae","yes","no","","","Protocyon","","scagliarum","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2257",71304,"Fossilworks","J. Alroy","Canidae","yes","yes","","","Canis","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2258",71304,"Fossilworks","J. Alroy","Canidae","yes","no","","","Dusicyon","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2259",71304,"Fossilworks","J. Alroy","Felidae","yes","no","no","","Smilodon","","riggii","","Smilodontidion","","riggii","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2260",71304,"Fossilworks","J. Alroy","Mustelidae","yes","yes","","","Galictis","","sorgentini","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",2.588,0.012,"Vorohue"
"2261",71309,"Fossilworks","J. Alroy","","","","","","Zaphilus","","larranagai","","","","","Uruguay","","Neogene","Pliocene","",4,3,"San Jose"
"2262",71309,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Pliomegatherium","","NA","","","","","Uruguay","","Neogene","Pliocene","",4,3,"San Jose"
"2263",71309,"Fossilworks","J. Alroy","","","","","","Plesiomegatherium","","hansmeyeri","","","","","Uruguay","","Neogene","Pliocene","",4,3,"San Jose"
"2264",71309,"Fossilworks","J. Alroy","Dinomyidae","yes","no","no","","Artigasia","","magna","","Artigasia","","magma","Uruguay","","Neogene","Pliocene","",4,3,"San Jose"
"2265",71310,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","","","Doedicurus","","NA","","","","","Uruguay","","","","",3,1.2,"San Jose"
"2266",71310,"Fossilworks","J. Alroy","Camelidae","yes","no","","","Palaeolama","","weddelli","","","","","Uruguay","","","","",3,1.2,"San Jose"
"2267",71311,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Mylodon","","listai","","","","","Argentina","Mendoza","Quaternary","Pleistocene","",0.126,0.012,""
"2268",71312,"Fossilworks","J. Alroy","Gomphotheriidae","","no","","?","Cuvieronius","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2269",71312,"Fossilworks","J. Alroy","Tapiridae","yes","yes","","","Tapirus","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2270",71312,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Tayassu","","tajacu","","Dicotyles","","tajacu","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2271",71312,"Fossilworks","J. Alroy","Cervidae","yes","yes","","","Mazama","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2272",71312,"Fossilworks","J. Alroy","Dasypodidae","yes","yes","","","Dasypus","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2273",71312,"Fossilworks","J. Alroy","Pampatheriidae","no","no","","","Pampatherium","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2274",71312,"Fossilworks","J. Alroy","Megalonychidae","yes","no","","","Megalonyx","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2275",71312,"Fossilworks","J. Alroy","Megatheriidae","yes","no","","","Megatherium","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2276",71312,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Mylodon","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2277",71312,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Paramylodon","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2278",71312,"Fossilworks","J. Alroy","Caviidae","yes","yes","","","Hydrochoerus","","NA","","","","","Guatemala","Peten","Quaternary","Pleistocene","",0.126,0.012,""
"2279",71313,"Fossilworks","J. Alroy","","","","","","Mormoops","","megalophylla","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2280",71313,"Fossilworks","J. Alroy","Phyllostomidae","yes","yes","yes","","Chrotopterus","","auritus","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2281",71313,"Fossilworks","J. Alroy","Phyllostomatidae","yes","yes","","","Lonchophylla","","mordax","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2282",71313,"Fossilworks","J. Alroy","Phyllostomidae","yes","yes","yes","","Desmodus","","rotundus","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2283",71313,"Fossilworks","J. Alroy","Phyllostomidae","yes","yes","no","","Desmodus","","draculae","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2284",71313,"Fossilworks","J. Alroy","Vespertilionidae","yes","yes","","","Eptesicus","","brasiliensis","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2285",71313,"Fossilworks","J. Alroy","Molossidae","yes","yes","yes","","Tadarida","","brasiliensis","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2286",71313,"Fossilworks","J. Alroy","","","no","no","","Nothrotherium","","maquinense","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2287",71313,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidodon","","cuvieri","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2288",71313,"Fossilworks","J. Alroy","Myrmecophagidae","yes","yes","yes","","Myrmecophaga","","tridactyla","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2289",71313,"Fossilworks","J. Alroy","Dasypodidae","yes","yes","yes","","Euphractus","","sexcinctus","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2290",71313,"Fossilworks","J. Alroy","Erethizontidae","yes","yes","yes","","Coendou","","prehensilis","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2291",71313,"Fossilworks","J. Alroy","Tayassuidae","yes","yes","","","Tayassu","","tajacu","","Pecari","","tajacu","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2292",71313,"Fossilworks","J. Alroy","Camelidae","yes","yes","yes","","Lama","","guanicoe","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2293",71313,"Fossilworks","J. Alroy","","","","","","Cervus","","gouazoubira","","Mazama","","gouazoubira","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2294",71313,"Fossilworks","J. Alroy","Canidae","yes","yes","yes","","Cerdocyon","","thous","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2295",71313,"Fossilworks","J. Alroy","Canidae","yes","no","no","","Protocyon","","troglodytes","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2296",71313,"Fossilworks","J. Alroy","Ursidae","yes","","no","","Arctotherium","","brasiliense","","Arctotherium","","brasiliense","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2297",71313,"Fossilworks","J. Alroy","Procyonidae","yes","yes","yes","","Procyon","","cancrivorus","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2298",71313,"Fossilworks","J. Alroy","Mustelidae","yes","yes","yes","","Conepatus","","semistriatus","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2299",71313,"Fossilworks","J. Alroy","Felidae","yes","yes","yes","","Leopardus","","pardalis","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2300",71313,"Fossilworks","J. Alroy","Felidae","yes","yes","","","Leopardus","","tigrina","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2301",71313,"Fossilworks","J. Alroy","Felidae","yes","yes","yes","","Puma","","yagouaroundi","","Herpailurus","","yagouaroundi","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2302",71313,"Fossilworks","J. Alroy","Felidae","yes","yes","yes","","Puma","","concolor","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2303",71313,"Fossilworks","J. Alroy","Felidae","yes","no","no","","Smilodon","","populator","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2304",71313,"Fossilworks","J. Alroy","Atelidae","yes","","no","","Protopithecus","","brasiliensis","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2305",71313,"Fossilworks","J. Alroy","Felidae","yes","yes","yes","","Panthera","","onca","","","","","Brazil","Bahia","Quaternary","Pleistocene","",0.02006,0.02006,""
"2306",71314,"Fossilworks","J. Alroy","Mylodontidae","","no","","","Scelidotherium","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,""
"2307",71314,"Fossilworks","J. Alroy","Dasypodidae","yes","yes","yes","","Zaedyus","cf.","pichiy","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,""
"2308",71314,"Fossilworks","J. Alroy","Dasypodidae","yes","yes","","","Tolypeutes","","NA","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,""
"2309",71314,"Fossilworks","J. Alroy","Glyptodontidae","yes","no","no","","Glyptodon","","clavipes","","","","","Argentina","Buenos Aires","Quaternary","Pleistocene","",0.781,0.012,""
