Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	Foram benth δ13C [‰ PDB]	Foram benth δ18O [‰ PDB]	Foram benth	Reference	Method comm	Comment
208-1263C-2H-2,146-148	119.470	119.470	37.922860	0.7433	1.2094	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,149-150	102.495	119.495	37.925042	0.9356	1.3616	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,149-150	102.495	119.495	37.925042	0.1221	1.4531	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-2,149-150	119.495	119.495	37.925042	0.6951	1.0570	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,4-6	119.550	119.550	37.929842	0.7035	1.1212	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,8-10	119.590	119.590	37.933333	0.7607	1.3145	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,12-14	119.630	119.630	37.936825	0.7962	1.2634	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,16-18	119.670	119.670	37.940316	0.7574	1.2843	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,20-22	119.710	119.710	37.943807	0.6356	1.1672	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,24-26	119.750	119.750	37.947298	0.7892	1.2602	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,28-30	119.790	119.790	37.950789	0.7215	1.1225	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,32-34	119.830	119.830	37.954281	0.7158	1.1902	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,36-38	119.870	119.870	37.957772	0.8605	1.2890	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,40-42	119.910	119.910	37.961263	0.6292	1.0597	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,44-46	119.950	119.950	37.964754	0.7206	1.1111	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,48-50	119.990	119.990	37.968246	0.7224	1.0245	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,52-54	103.030	120.030	37.971737	0.9103	1.2350	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,52-54	103.030	120.030	37.971737	-0.0774	1.5078	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,52-54	120.030	120.030	37.971737	0.7211	1.1963	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,56-58	120.070	120.070	37.975228	0.7916	1.2552	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,60-62	120.110	120.110	37.978719	0.5899	1.0832	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,64-66	120.150	120.150	37.982211	0.7041	1.0216	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,68-70	120.190	120.190	37.985702	0.8200	1.1942	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,72-74	120.230	120.230	37.989193	0.8353	1.1391	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,76-78	120.270	120.270	37.992684	0.6973	1.2508	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,80-82	120.310	120.310	37.996175	0.8347	1.1878	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,84-86	120.350	120.350	37.999667	0.7661	1.1036	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,88-90	120.390	120.390	38.003158	0.7310	1.1976	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,92-94	120.430	120.430	38.006649	0.8471	1.3727	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,96-98	120.470	120.470	38.010140	0.9161	1.3325	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,100-102	120.510	120.510	38.013632	0.8850	1.3205	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,104-106	120.550	120.550	38.017123	0.8812	1.1837	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,108-110	120.590	120.590	38.020614	0.9333	1.1181	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,112-114	120.630	120.630	38.024105	0.8842	1.2040	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,116-118	120.670	120.670	38.027596	0.8773	1.2135	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,116-118	103.670	120.670	38.027596	0.3687	1.6439	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,120-122	120.710	120.710	38.031088	0.8081	1.1404	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,124-126	120.750	120.750	38.034579	0.9224	1.1555	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,128-130	120.790	120.790	38.038070	0.9009	1.1534	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,132-134	120.830	120.830	38.041561	0.9363	1.1159	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,136-138	120.870	120.870	38.045053	0.9902	1.2430	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,140-142	103.910	120.910	38.048544	1.1797	1.3931	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,140-142	103.910	120.910	38.048544	0.1784	1.4716	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,140-142	120.910	120.910	38.048544	0.9491	1.0897	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,144-146	120.950	120.950	38.052035	1.0136	1.2804	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-3,148-150	120.990	120.990	38.055526	0.9669	1.0702	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,2-4	121.030	121.030	38.059018	0.9484	1.2584	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,6-8	121.070	121.070	38.062509	0.8563	1.1060	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,10-12	121.110	121.110	38.066000	0.9140	1.1053	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,14-16	121.150	121.150	38.069491	0.9519	1.2938	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,18-20	121.190	121.190	38.072982	1.0489	1.4044	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,18-20	104.190	121.190	38.072982	1.1926	1.2768	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,18-20	104.190	121.190	38.072982	0.3573	1.6554	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,22-24	121.230	121.230	38.076474	0.9663	1.3040	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,26-28	121.270	121.270	38.079965	1.1097	1.2086	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,30-32	121.310	121.310	38.083456	0.9667	1.1612	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,34-36	121.350	121.350	38.086947	0.9595	1.0863	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,38-40	121.390	121.390	38.090439	0.8842	1.2049	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,42-44	121.430	121.430	38.093930	1.0093	1.3159	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,46-48	121.470	121.470	38.097421	0.8273	1.0676	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,51-53	121.520	121.520	38.101785	0.8706	1.0411	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,54-56	121.550	121.550	38.104404	0.9000	1.0064	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,58-60	121.590	121.590	38.107895	0.9254	1.0615	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,62-64	121.630	121.630	38.111386	1.0030	0.7237	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,66-68	121.670	121.670	38.114877	0.9150	1.1320	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,70-72	121.710	121.710	38.118368	0.8323	0.9965	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,74-76	121.750	121.750	38.121860	0.8272	1.0088	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,78-80	121.790	121.790	38.125351	0.8885	1.0654	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,82-84	121.830	121.830	38.128842	0.7347	0.8672	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,86-88	121.870	121.870	38.132333	0.9880	1.1869	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,90-92	121.910	121.910	38.135825	0.9194	1.0105	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,94-96	121.950	121.950	38.139316	0.8839	1.1629	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,98-100	121.990	121.990	38.142807	0.8876	1.1848	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,102-104	122.030	122.030	38.146298	0.8902	1.0735	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,106-108	122.070	122.070	38.149789	0.8860	1.0794	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,110-112	122.110	122.110	38.153281	0.8871	1.1626	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,114-116	122.150	122.150	38.156772	0.8652	1.0767	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,118-120	122.190	122.190	38.160263	0.8522	1.0332	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,118-120	105.190	122.190	38.160263	1.1710	1.3628	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,118-120	105.190	122.190	38.160263	0.2943	1.4669	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,122-124	122.230	122.230	38.163754	0.8457	1.0460	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,126-128	122.270	122.270	38.167246	0.8782	1.0756	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,130-132	122.310	122.310	38.170737	1.0186	1.0623	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,134-136	122.350	122.350	38.174228	0.9735	1.1487	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,138-140	122.390	122.390	38.177719	0.8730	0.8075	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,142-144	122.430	122.430	38.181211	0.9596	1.0443	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,146-148	122.470	122.470	38.184702	0.9296	1.0449	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-4,149-150	122.495	122.495	38.186884	0.8974	0.9697	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,4-6	122.550	122.550	38.191684	0.8629	1.1073	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,8-10	122.590	122.590	38.195175	0.9460	1.1090	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,12-14	122.630	122.630	38.198667	0.8645	0.9162	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,16-18	105.670	122.670	38.202158	1.1640	1.1454	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,16-18	105.670	122.670	38.202158	0.2708	1.4841	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,16-18	122.670	122.670	38.202158	0.8935	1.1196	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,20-22	122.710	122.710	38.205649	0.8766	1.0650	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,24-26	122.750	122.750	38.209140	0.7398	0.9293	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,28-30	122.790	122.790	38.212632	0.7325	0.9971	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,32-34	122.830	122.830	38.216123	0.7476	0.9757	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,36-38	122.870	122.870	38.219614	0.7223	0.9531	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,40-42	122.910	122.910	38.223105	0.7121	1.0676	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,44-46	122.950	122.950	38.226596	0.7567	1.0125	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,48-50	122.990	122.990	38.230088	0.8569	1.0976	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,54-55	123.045	123.045	38.234888	0.6644	0.7717	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,54-55	106.045	123.045	38.234888	1.0896	1.1062	CPRAE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,54-55	106.045	123.045	38.234888	0.2323	1.5940	OUMB	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,56-58	123.070	123.070	38.237070	0.6647	1.0676	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,60-62	123.110	123.110	38.240561	0.7952	1.0427	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,64-66	123.150	123.150	38.244053	0.6825	0.8668	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,68-70	123.190	123.190	38.247544	0.6962	0.9983	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,74-75	123.245	123.245	38.252344	0.6092	1.0418	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
208-1263C-2H-5,76-78	123.270	123.270	38.254526	0.6494	0.8807	NTRUE	MARUM Bremen this study	Finnigan MAT 252 with Kiel III	(Solnhofen limestone) 0.04per mil for d13C; 0.07per mil for d18O
